date,location_name,ili,pred_hosp,true_hosp,population,total_hosp
2021-02-20,Texas,1.7034539647548315,3.45,NA,29527941,1019
2021-02-27,Texas,1.7342983024263112,3.54,NA,29527941,1045
2021-03-06,Texas,1.5939150808416078,3.17,NA,29527941,936
2021-03-13,Texas,1.4190004790362156,2.76,NA,29527941,815
2021-03-20,Texas,1.075159396147626,2.07,NA,29527941,611
2021-03-27,Texas,0.9189034649586079,1.8,NA,29527941,532
2021-04-03,Texas,0.7681202786612121,1.56,NA,29527941,461
2021-04-10,Texas,0.6417008831106451,1.37,NA,29527941,405
2021-04-17,Texas,0.4927474988575386,1.17,NA,29527941,345
2021-04-24,Texas,0.15018586496794745,0.77,NA,29527941,227
2021-05-01,Texas,0.05107009838423016,0.67,NA,29527941,198
2021-05-08,Texas,-0.008801476958388529,0.61,NA,29527941,180
2021-05-15,Texas,-0.01232222047468698,0.61,NA,29527941,180
2021-05-22,Texas,0.25080316800478303,0.88,NA,29527941,260
2021-05-29,Texas,-0.24354365686145932,0.4,NA,29527941,118
2021-06-05,Texas,-0.2763186004144638,0.38,NA,29527941,112
2021-06-12,Texas,-0.21102832542615,0.43,NA,29527941,127
2021-06-19,Texas,-0.5047078524725944,0.2,NA,29527941,59
2021-06-26,Texas,-0.5533026602033638,0.17,NA,29527941,50
