model_id,reference_date,target_end_date,horizon,location,lower_95,lower_80,lower_50,median,upper_50,upper_80,upper_95,anchor_date,lead_weeks,location_name,reference_in_evaluation_window
distributional_gaussian_nll_joint_base_no_donors_wastewaterscan_lags124_revised_visualization,2024-10-12,2024-10-12,0,48,0.3431215861313498,1.2474624915646109,2.5727354345164493,4.982989465077104,8.783431511643169,14.442600195885928,24.7186628722037,2024-10-05,1,Texas,True
distributional_gaussian_nll_joint_base_no_donors_wastewaterscan_lags124_revised_visualization,2024-10-12,2024-10-19,1,48,0.5573009067419972,1.7363515968260386,3.5185251942497997,6.547928566139488,12.681142699749357,20.562151843382164,39.80427922344808,2024-10-05,2,Texas,True
distributional_gaussian_nll_joint_base_no_donors_wastewaterscan_lags124_revised_visualization,2024-10-12,2024-10-26,2,48,0.7592848120061924,2.2717025138703075,4.467435281848068,9.033714115706552,18.958331671998884,34.82086850225905,67.55043898976042,2024-10-05,3,Texas,True
distributional_gaussian_nll_joint_base_no_donors_wastewaterscan_lags124_revised_visualization,2024-10-12,2024-11-02,3,48,0.9870195260841113,2.851688631084708,5.747519207737569,12.165849446632487,24.808063930607304,45.86556481289208,92.3661680694068,2024-10-05,4,Texas,True
distributional_gaussian_nll_joint_base_no_donors_wastewaterscan_lags124_revised_visualization,2024-10-19,2024-10-19,0,48,16.00826652209576,31.37222732219709,57.11415519309223,111.54409489006125,211.30750080446325,365.274798833352,672.805616887831,2024-10-12,1,Texas,True
distributional_gaussian_nll_joint_base_no_donors_wastewaterscan_lags124_revised_visualization,2024-10-19,2024-10-26,1,48,15.519065348099568,32.311520775932024,64.87759694394295,136.7293278637881,265.57069562420884,523.952752023879,1072.8961901167206,2024-10-12,2,Texas,True
distributional_gaussian_nll_joint_base_no_donors_wastewaterscan_lags124_revised_visualization,2024-10-19,2024-11-02,2,48,22.06914474056701,51.05744160095358,105.30452694699513,229.31280718607235,475.11713825467257,949.9570105180184,1966.2626155116852,2024-10-12,3,Texas,True
distributional_gaussian_nll_joint_base_no_donors_wastewaterscan_lags124_revised_visualization,2024-10-19,2024-11-09,3,48,26.4356616563732,62.41831951767814,133.29590693017215,308.2776861206609,660.2088771893651,1227.984942733448,2579.6575084442893,2024-10-12,4,Texas,True
distributional_gaussian_nll_joint_base_no_donors_wastewaterscan_lags124_revised_visualization,2024-10-26,2024-10-26,0,48,26.3254383458435,44.833300100250426,72.60297941067789,124.3349423585886,209.51641840415076,340.5137704242004,591.8921314654393,2024-10-19,1,Texas,True
distributional_gaussian_nll_joint_base_no_donors_wastewaterscan_lags124_revised_visualization,2024-10-26,2024-11-02,1,48,25.225812496069068,45.00276657856805,78.16186796575155,142.45064782418592,257.3501294074677,473.444547332594,890.0007305998067,2024-10-19,2,Texas,True
